customer_id,name,country,signup_date,risk_profile_seed
CUST000134,Alexander Collins,SA,2025-06-08,0
CUST000135,Jennifer Espinoza,US,2023-10-12,0
CUST000136,Lori Garcia,SA,2025-09-12,0
CUST000137,Lindsay Martinez,FR,2026-04-12,0
CUST000138,Hannah Patterson,DE,2024-08-03,0
CUST000139,Gloria Atkinson,FR,2025-11-01,1
CUST000140,Tyler Reid,NL,2025-11-07,1
CUST000141,Jessica Gross,AE,2026-03-25,0
CUST000142,Robert Medina,US,2024-11-25,0
CUST000143,,SA,2025-11-30,0
CUST000144,Angelica Keith,US,2024-03-29,0
CUST000145,Leonard Gray,DE,2023-08-25,0
CUST000146,Catherine Lewis,GB,2025-10-07,0
CUST000147,Spencer Haynes,US,2024-04-30,0
CUST000148,Travis Miller,FR,2025-07-21,0
CUST000149,Peter Vaughn DDS,IN,2024-12-02,0
CUST000150,Anna Walker,AE,2025-06-22,0
CUST000151,Kevin Kennedy,CN,2025-01-12,0
CUST000152,,CN,2025-07-04,0
CUST000153,David Martinez,US,2024-02-06,0
CUST000154,Joshua Gill,GB,2024-01-30,1
CUST000155,John Hardy,US,2026-04-05,0
CUST000156,Diane Garcia,GB,2024-02-08,0
CUST000157,Christopher Smith,SA,2025-01-15,0
CUST000158,William Tran,FR,2025-06-28,0
CUST000159,Sean Henry,AE,2025-12-21,0
CUST000160,Julie Alexander,AE,2024-01-29,0
CUST000161,Todd Woods,PK,2025-11-01,0
CUST000162,Benjamin Soto,NL,2023-09-19,0
CUST000163,Justin Torres,PK,2026-04-22,0
CUST000164,,GB,2025-09-30,0
CUST000165,Joseph Hayes,AE,2024-10-15,0
CUST000166,Wanda Torres,IN,2025-04-12,0
CUST000167,Natalie Meza,NL,2024-02-22,0
CUST000168,Matthew Moore,US,2024-01-18,0
CUST000169,Aaron Hayes,GB,2025-03-16,0
CUST000170,David Mann,FR,2025-07-04,0
CUST000171,Michael Bradshaw,GB,2025-09-27,0
CUST000172,Mary Peck,PK,2024-09-27,0
CUST000173,Maria Kerr,PK,2025-11-05,0
CUST000174,Christopher Parker,DE,2025-08-19,0
CUST000175,Donna Martinez,US,2025-06-19,0
CUST000176,Terri Mason,CN,2024-12-05,0
CUST000177,Andrew Reynolds,NL,2024-06-16,0
CUST000178,Brandon Hayden,GB,2025-11-14,0
CUST000179,Tiffany Key,DE,2025-06-03,0
CUST000180,Andrew Avila,GB,2024-11-12,0
CUST000181,Sydney White,PK,2025-03-07,0
CUST000182,Katherine Davis,FR,2024-07-12,0
CUST000183,Michael Hodge,NL,2024-06-23,0
CUST000184,Donna Landry,DE,2025-10-23,0
CUST000185,Jordan Edwards,US,2024-06-17,0
CUST000186,Jennifer Robertson,PK,2026-04-17,0
CUST000187,Kimberly Gutierrez,DE,2024-02-01,0
CUST000188,Peter Garrett,IN,2025-08-30,0
CUST000189,Joshua Pennington,DE,2024-10-10,0
CUST000190,Barbara Dudley,DE,2025-03-31,0
CUST000191,Christopher Pierce,AE,2025-02-02,0
CUST000192,Willie Durham,AE,2024-11-03,0
CUST000193,Ronnie Jimenez,CN,2025-07-17,0
CUST000194,Denise Davenport,CN,2026-04-09,0
CUST000195,Juan Reyes,PK,2026-02-09,0
CUST000196,Sherry Shields,AE,2024-04-30,0
CUST000197,Jennifer Villa,AE,2024-12-19,0
CUST000198,Diane Evans,SA,2025-03-09,0
CUST000199,Mrs. Brittany Ryan MD,FR,2025-02-02,0
CUST000200,Jordan Morris,CN,2024-02-02,0
CUST000201,Laura Hall,SA,2025-09-15,0
CUST000202,Patrick Thornton,PK,2025-10-21,0
CUST000203,Matthew Hoover,PK,2026-04-09,0
CUST000204,Andrew Shaw MD,CN,2025-12-18,0
CUST000205,Jessica Fox,DE,2024-10-29,0
CUST000206,Jennifer Pena,US,2023-12-30,0
CUST000207,Wayne Morgan,FR,2025-06-23,0
CUST000208,Sarah Phelps,US,2025-12-08,0
CUST000209,Eugene Higgins,AE,2025-08-29,0
CUST000210,Amanda Jones,NL,2025-04-22,0
CUST000211,Yolanda Francis,AE,2024-10-06,0
CUST000212,Mark Brennan,DE,2024-10-16,0
CUST000213,Stephanie Williams,NL,2025-10-05,0
CUST000214,James Thomas,GB,2025-01-12,0
CUST000215,Rebecca Jackson,AE,2023-10-15,0
CUST000216,Lisa Allen,PK,2026-01-31,0
CUST000217,Joel King,DE,2024-04-09,0
CUST000218,Robert Santana,SA,2025-06-08,0
CUST000219,Jeremy Reed,FR,2025-03-10,0
CUST000220,Jessica Wright,IN,2025-11-24,0
CUST000221,James Webb,CN,2024-03-22,0
CUST000222,Laura Haney,GB,2024-05-20,0
CUST000223,Mary Hill,AE,2025-02-16,0
CUST000224,Natasha Williams,SA,2025-03-29,0
CUST000225,Tanner Mitchell DDS,DE,2025-03-29,0
CUST000226,Mark Oliver,DE,2025-06-08,1
CUST000227,Mary Massey,GB,2025-04-20,0
CUST000228,Maria Parker,DE,2024-10-13,0
CUST000229,Morgan Davis,SA,2024-05-19,0
CUST000230,Casey Anderson,US,2025-01-20,0
CUST000231,Kiara Mcintyre,SA,2025-11-09,0
CUST000232,Roger Olson,NL,2025-10-16,0
CUST000233,Gina Wilson,DE,2026-03-22,0
CUST000234,Vincent Dalton,PK,2025-07-25,0
CUST000235,Tracy Ballard,US,2024-07-29,0
CUST000236,Alexis Herrera,DE,2024-10-27,0
CUST000237,Megan Richards,CN,2025-11-01,0
CUST000238,Ashley Hall,CN,2023-08-22,0
CUST000239,Kristina Herman,US,2024-03-06,0
CUST000240,Rodney Blankenship,IN,2024-05-27,0
CUST000241,Charles Shah,CN,2024-05-29,1
CUST000242,Brent Clay Jr.,IN,2024-10-26,0
CUST000243,Natalie Bautista,CN,2024-09-21,0
CUST000244,Brittany Perry,CN,2023-11-04,0
CUST000245,Jason Lynn Jr.,GB,2024-08-03,0
CUST000246,Trevor Foley,IN,2023-11-04,0
CUST000247,Kimberly Levine,DE,2024-07-22,1
CUST000248,Colton Martinez,AE,2025-11-27,1
CUST000249,Matthew May,CN,2025-03-19,0
CUST000250,Richard Sanchez,DE,2023-12-01,0
CUST000251,Andrea Hubbard,US,2024-02-21,0
CUST000252,Sergio Murphy,DE,2023-12-23,0
CUST000253,April Garrison,FR,2023-12-20,0
CUST000254,David Thompson,US,2025-05-23,0
CUST000255,Adrian Tyler,DE,2024-03-23,0
CUST000256,Christopher Williams,GB,2025-08-12,0
CUST000257,Nichole Alvarez,US,2025-09-17,0
CUST000258,Ashley Gordon,FR,2026-03-05,0
CUST000259,Richard Camacho,NL,2025-01-02,0
CUST000260,Victor Brown,NL,2024-11-20,0
CUST000261,Michael Henry,SA,2026-01-28,1
CUST000262,Bobby Franklin,PK,2023-10-02,0
CUST000263,Mark Kelley,SA,2024-06-19,0
CUST000264,Kerry Chavez DDS,PK,2023-11-04,0
CUST000265,Sarah Curtis,AE,2025-09-08,0
CUST000266,Cindy Hayes,NL,2024-03-13,0
CUST000267,Jesse Perry,CN,2023-10-31,0
CUST000268,Maurice Brooks,DE,2023-12-28,0
CUST000269,Andrea Decker,AE,2023-10-29,0
CUST000270,Parker Cain,PK,2025-02-06,0
CUST000271,Kristina Rivera,NL,2023-11-27,0
CUST000272,Maurice Christensen,IN,2025-12-17,0
CUST000273,Tracy Burke,SA,2024-07-15,0
CUST000274,Christy Douglas,NL,2024-03-09,0
CUST000275,Ryan Richardson,PK,2025-09-02,0
CUST000276,Renee Bruce,NL,2026-04-03,0
CUST000277,Lisa Day,IN,2023-08-23,0
CUST000278,Sandra Adams,AE,2024-01-25,0
CUST000279,Ellen Morgan,DE,2023-08-03,0
CUST000280,Kylie Morales,FR,2023-12-17,0
CUST000281,Amanda Reese,NL,2024-02-29,0
CUST000282,Glen Wood,NL,2025-07-22,0
CUST000283,Latoya Miller,US,2023-09-18,0
CUST000284,Luke Craig,CN,2024-04-26,0
CUST000285,Karla Ramos,FR,2024-04-27,0
CUST000286,Ashley Jordan,US,2024-05-07,0
CUST000287,Katelyn Estrada,PK,2023-09-11,0
CUST000288,Kyle Smith,DE,2024-05-26,0
CUST000289,Chad Scott,PK,2024-06-22,0
CUST000290,Paul Thompson,DE,2024-08-13,0
CUST000291,Kathryn Whitaker,US,2025-10-16,0
CUST000292,Scott Williams,DE,2023-08-15,0
CUST000293,Shannon Johnston,AE,2025-02-23,0
CUST000294,Jennifer Wilson,GB,2023-08-17,0
CUST000295,Robert Montgomery,US,2025-11-11,0
CUST000296,Anita Richard,GB,2024-03-28,0
CUST000297,Kelly Foster,US,2024-06-04,0
CUST000298,Gary Jackson,AE,2024-12-22,0
CUST000299,Jordan Bullock,NL,2024-07-13,0
CUST000300,Sabrina Briggs,DE,2024-03-21,0
CUST000301,Craig Morrison,DE,2025-08-30,0
CUST000302,Cassandra Mejia,AE,2024-12-06,0
CUST000303,Olivia Cole,SA,2026-02-11,0
CUST000304,Madison Weber,SA,2025-12-13,0
CUST000305,Brittany Jones,FR,2024-10-14,1
CUST000306,Donald Brown,FR,2024-12-19,0
CUST000307,Jesse Brown,FR,2025-11-10,0
CUST000308,,NL,2025-04-06,0
CUST000309,Julie Spencer,US,2025-10-01,0
CUST000310,Joanna Pacheco,FR,2025-05-13,0
CUST000311,John Hernandez,IN,2023-09-28,0
CUST000312,Steven Cooper,NL,2025-07-15,0
CUST000313,Carrie Wright,CN,2024-10-10,1
CUST000314,Joseph Moore,AE,2024-08-06,0
CUST000315,Jason Morgan,CN,2025-03-20,0
CUST000316,Maria Jones,IN,2023-10-31,0
CUST000317,Diane Cummings,SA,2025-05-18,0
CUST000318,Shelley Cook,DE,2025-03-05,0
CUST000319,Gregory Ponce,US,2025-06-29,0
CUST000320,Kurt Hurley,IN,2024-06-03,0
CUST000321,Rickey Li,IN,2025-06-01,0
CUST000322,Nancy Jennings,NL,2025-01-07,0
CUST000323,Jessica Cox,IN,2024-07-26,0
CUST000324,Daniel Meza,GB,2024-11-28,1
CUST000325,Chad Jones,FR,2025-11-23,0
CUST000326,Randy Conley,FR,2026-01-01,0
CUST000327,George Miranda,SA,2023-12-06,0
CUST000328,Christopher Guerra,AE,2025-09-10,0
CUST000329,Carol Kim,CN,2024-09-13,0
CUST000330,Cynthia Wallace,US,2024-05-09,0
CUST000331,Joann Ferguson,NL,2024-06-03,0
CUST000332,Julie Conley,DE,2024-08-01,0
CUST000333,Victoria Murray,IN,2024-05-06,0
CUST000334,Joseph Burch,PK,2025-10-26,0
CUST000335,Brenda Wright,DE,2025-05-03,0
CUST000336,Kristen Garcia,DE,2025-11-24,0
CUST000337,Dominique Hines,SA,2024-04-27,0
CUST000338,Brittany Kim,CN,2026-03-06,0
CUST000339,Jerry Bailey,NL,2023-08-23,0
CUST000340,Jonathan Young,CN,2026-04-23,0
CUST000341,Alfred Galvan,IN,2025-11-18,0
CUST000342,Raven Taylor,AE,2024-05-11,0
CUST000343,Melissa Taylor,DE,2025-07-06,0
CUST000344,Aaron Miller,CN,2024-04-10,0
CUST000345,Kimberly Acosta,GB,2025-01-08,0
CUST000346,Dwayne Turner,IN,2023-09-14,0
CUST000347,Riley Bryant,SA,2023-11-16,0
CUST000348,Linda Smith,CN,2024-12-27,0
CUST000349,Charles Patterson,US,2025-04-06,0
CUST000350,Jason Beck,AE,2023-10-22,0
CUST000351,Andrea Fox,GB,2024-12-19,0
CUST000352,Kristen Myers DDS,CN,2025-04-27,0
CUST000353,Mrs. Alexis Kramer,PK,2024-07-08,0
CUST000354,Lori Ingram,CN,2025-08-05,0
CUST000355,Andrew Payne,GB,2025-10-23,0
CUST000356,Richard Marshall,IN,2025-06-26,0
CUST000357,Robin Brown,PK,2025-09-15,0
CUST000358,Edward Williams,IN,2024-02-13,0
CUST000359,Timothy Robertson,FR,2026-04-18,0
CUST000360,Dawn Mullins,PK,2024-02-05,0
CUST000361,Richard Glenn,IN,2024-06-25,0
CUST000362,Jacob Preston,US,2025-08-13,0
CUST000363,Jasmine Beltran,US,2024-12-08,0
CUST000364,Tim Stone PhD,PK,2025-07-28,0
CUST000365,Lance Short,SA,2025-01-26,0
CUST000366,Bobby Guerrero,US,2024-05-31,1
CUST000367,Jessica Norris,US,2024-07-15,0
CUST000368,Sergio Gomez,NL,2026-04-27,0
CUST000369,William Gould,SA,2023-10-11,0
CUST000370,Heidi Owen,CN,2025-06-10,0
CUST000371,Brenda Lawson,IN,2025-09-20,0
CUST000372,Austin Osborne,SA,2024-07-30,0
CUST000373,Keith Jacobs,AE,2025-06-10,0
CUST000374,Jacqueline Hines,PK,2025-02-24,0
CUST000375,Jennifer Banks,US,2024-04-04,0
CUST000376,Noah Porter,DE,2024-08-20,0
CUST000377,Deborah Green,AE,2024-10-18,0
CUST000378,Donna Hendricks DDS,GB,2023-11-28,0
CUST000379,Jodi Roach,CN,2024-10-17,0
CUST000380,Michael Bruce,PK,2024-06-13,0
CUST000381,Austin Daniels,SA,2026-01-09,0
CUST000382,Michelle Ho,PK,2025-04-29,0
CUST000383,Katie Martinez,AE,2024-02-15,0
CUST000384,Richard Johnson,IN,2025-02-04,0
CUST000385,Robert Arnold,DE,2025-04-03,0
CUST000386,Eric Key,SA,2025-07-20,0
CUST000387,Patricia Morrow,DE,2023-10-10,0
CUST000388,Maria Cole,CN,2025-06-11,0
CUST000389,Shawn Deleon,GB,2025-05-01,0
CUST000390,Vincent Reynolds,GB,2026-01-29,1
CUST000391,Caleb Hernandez,GB,2024-01-09,0
CUST000392,Michael Reed,SA,2026-02-28,0
CUST000393,Sarah King,SA,2025-04-26,0
CUST000394,Beth Turner,IN,2025-01-14,0
CUST000395,Caroline David,AE,2023-12-30,0
CUST000396,Michelle Jacobs,AE,2025-11-21,0
CUST000397,Samantha Johnson,IN,2023-09-11,0
CUST000398,Laura Curtis,SA,2025-09-06,0
CUST000399,Mark Jimenez,NL,2025-04-18,0
CUST000400,Tyler Webb,SA,2025-10-14,0
CUST000401,Elizabeth Jones,US,2023-09-26,0
CUST000402,John Harris,SA,2025-03-29,0
CUST000403,Nathan Gross,PK,2025-12-09,0
CUST000404,Bianca Wood,AE,2025-02-12,0
CUST000405,John Adams,GB,2024-04-02,0
CUST000406,Dylan Cruz,IN,2025-04-07,0
CUST000407,Sean Moore,GB,2024-06-21,0
CUST000408,Emily Hines,NL,2024-12-10,0
CUST000409,Kathleen Parker,IN,2023-08-20,0
CUST000410,Kathy Levy,IN,2024-02-29,0
CUST000411,Anthony Simpson,FR,2025-12-31,1
CUST000412,Julie Herrera,US,2025-11-26,1
CUST000413,Stephen Luna,FR,2025-09-03,0
CUST000414,James Hudson,IN,2024-02-08,0
CUST000415,Angel Gordon,NL,2025-09-03,0
CUST000416,William Becker,CN,2023-11-24,0
CUST000417,Jennifer Norton,US,2024-07-03,0
CUST000418,Nicole Gonzalez,FR,2024-12-21,0
CUST000419,Amber Taylor,NL,2024-06-27,0
CUST000420,Jesus Obrien,PK,2024-12-27,0
CUST000421,Louis Martin,CN,2026-04-19,0
CUST000422,Elizabeth Rogers,PK,2025-11-07,0
CUST000423,Michelle Evans,FR,2025-10-25,0
CUST000424,Michael Whitney,IN,2025-03-06,0
CUST000425,Molly Watts,PK,2023-08-23,0
CUST000426,Walter Patton,CN,2025-09-15,0
CUST000427,Mikayla Silva,AE,2024-01-15,0
CUST000428,Lisa Randall,IN,2023-12-23,0
CUST000429,Amanda Vaughan,SA,2023-11-15,0
CUST000430,Erik Hernandez,GB,2025-06-21,0
CUST000431,Reginald Knapp,PK,2025-12-22,0
CUST000432,Amy Taylor,US,2024-02-21,0
CUST000433,Matthew Fox,US,2024-06-07,0
CUST000434,Thomas Peterson,US,2024-07-18,0
CUST000435,Michelle Schneider,GB,2025-06-24,0
CUST000436,Cheryl Wright,AE,2025-02-08,0
CUST000437,William Evans,AE,2024-05-13,0
CUST000438,Michael Stewart,IN,2024-07-12,0
CUST000439,Rebecca Hill,DE,2023-11-27,0
CUST000440,Jamie Baird,GB,2025-10-28,0
CUST000441,Regina Roberts,SA,2024-05-12,1
CUST000442,Hannah Ramos,GB,2024-04-10,0
CUST000443,Dale Ryan,AE,2026-02-20,0
CUST000444,Breanna Gilbert,NL,2025-03-09,0
CUST000445,Michael Schmidt,CN,2025-04-29,0
CUST000446,Jason Love,PK,2023-11-06,1
CUST000447,Abigail Pierce,AE,2026-02-16,0
CUST000448,Timothy Johns,SA,2024-11-19,0
CUST000449,Victor Morris,IN,2025-05-07,0
CUST000450,Ann Andrews,IN,2025-01-16,0
CUST000451,Taylor Gentry,FR,2024-01-20,0
CUST000452,Casey Gillespie,CN,2026-04-26,0
CUST000453,Jon Zuniga,FR,2026-03-21,0
CUST000454,Sherri Smith,DE,2025-02-18,0
CUST000455,William Mitchell,DE,2026-04-18,0
CUST000456,Kathleen Mays,NL,2025-11-30,0
CUST000457,Corey Rodriguez,IN,2024-01-07,0
CUST000458,David Lopez,NL,2025-08-07,0
CUST000459,Laura Todd,GB,2024-01-20,0
CUST000460,Stephanie Wilcox,PK,2024-12-27,0
CUST000461,Michael Lopez,SA,2023-12-16,0
CUST000462,David Green,US,2024-03-20,0
CUST000463,Tiffany Turner,IN,2025-07-24,0
CUST000464,Matthew Schwartz,IN,2023-09-28,1
CUST000465,,GB,2024-12-14,0
CUST000466,Michele Collins,GB,2023-11-23,0
CUST000467,Elizabeth Mendez,AE,2024-03-04,0
CUST000468,Christian Adkins,NL,2025-03-28,0
CUST000469,Joshua Ruiz,FR,2025-01-18,1
CUST000470,Colleen Wright,CN,2025-08-25,0
CUST000471,Angela Griffin,FR,2025-07-04,1
CUST000472,Justin Brown,IN,2025-01-28,0
CUST000473,Laura Hernandez,PK,2024-06-22,0
CUST000474,Audrey Harris,DE,2025-03-05,0
CUST000475,Jordan Stokes,AE,2024-10-26,1
CUST000476,Joyce Brown,US,2024-11-04,0
CUST000477,Miranda Foster,US,2025-10-26,0
CUST000478,Laura Williams,US,2024-07-08,1
CUST000479,Zachary Michael,AE,2023-10-05,0
CUST000480,Amanda Ortiz,PK,2025-09-08,0
CUST000481,Veronica Brewer,PK,2024-09-22,0
CUST000482,Janet Kane DVM,FR,2024-08-08,0
CUST000483,Mary Ryan,DE,2025-05-15,0
CUST000484,Christopher Medina,SA,2025-01-10,0
CUST000485,Courtney Smith,GB,2023-08-19,0
CUST000486,Michael Stephens,US,2025-01-13,0
CUST000487,Danielle Reed,NL,2024-04-30,0
CUST000488,Molly Rodriguez,DE,2025-10-19,1
CUST000489,Ralph Stephenson,SA,2023-08-12,0
CUST000490,Brian Johnson,IN,2025-03-20,0
CUST000491,Amber Yang,IN,2024-09-04,0
CUST000492,Daniel Shields,PK,2023-09-22,0
CUST000493,Donna Cabrera,IN,2025-08-01,0
CUST000494,Kyle Chambers,CN,2024-06-14,0
CUST000495,Charles Keller,IN,2024-03-06,0
CUST000496,Antonio Fry,SA,2025-12-28,0
CUST000497,Lori Simmons,NL,2024-12-07,0
CUST000498,Teresa Powers,IN,2025-09-25,1
CUST000499,Jason Hernandez,DE,2024-08-09,1
CUST000500,Kara Atkinson,IN,2024-05-25,0
CUST000501,Renee Melendez,NL,2025-02-12,0
CUST000502,Kristin Anderson,SA,2024-03-28,0
CUST000503,Matthew Nielsen,AE,2025-11-26,0
CUST000504,Nathaniel Lee,NL,2024-04-23,0
CUST000505,Lindsey Russo,SA,2024-02-02,0
CUST000506,Misty Hansen,PK,2024-11-21,0
CUST000507,Felicia Krueger,IN,2023-08-12,0
CUST000508,Tonya Wilson,AE,2026-04-28,0
CUST000509,David Munoz,DE,2024-02-18,0
CUST000510,Kristen Rowe,FR,2024-08-13,0
CUST000511,Heather Green,DE,2024-12-24,0
CUST000512,Brett Zavala MD,GB,2025-11-18,0
CUST000513,Jacqueline Gutierrez,PK,2025-02-12,0
CUST000514,Charles Green,IN,2026-02-22,0
CUST000515,Jennifer Hernandez,FR,2024-06-23,0
CUST000516,Roy Porter,US,2025-05-16,0
CUST000517,Dawn Underwood,FR,2026-03-26,0
CUST000518,Katherine Jackson,GB,2025-10-04,1
CUST000519,Nathan Freeman,CN,2026-02-04,0
CUST000520,Maria Brown,FR,2023-08-31,0
CUST000521,Theresa Barnett,AE,2025-09-03,0
CUST000522,Ryan Hall,AE,2025-07-08,1
CUST000523,Jonathan Brooks,IN,2025-04-09,0
CUST000524,Lisa Webb,AE,2024-11-29,0
CUST000525,Juan Smith,FR,2025-01-10,0
CUST000526,William Smith,IN,2025-10-23,0
CUST000527,Renee Browning,GB,2023-11-12,0
CUST000528,Chase Lee,DE,2025-01-07,0
CUST000529,Debra Sanders,NL,2024-08-06,0
CUST000530,Karl Branch,CN,2024-03-11,0
CUST000531,Sarah Valdez,NL,2025-12-07,1
CUST000532,,CN,2025-02-03,1
CUST000533,Adam Jackson,FR,2024-12-11,0
